,trigger,word,pos,sess,sent_num,filename,len,freq,sess_id,prev_pos,next_pos,prev_freq,next_freq,prev_len,next_len,sent_ident
4712,13,i,PRON,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,1,7.11,session0_files0-11_triggers_processed.txt,CCONJ,VERB,7.41,5.4,3.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4713,14,hope,VERB,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,5.4,session0_files0-11_triggers_processed.txt,PRON,SCONJ,7.11,7.02,1.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4714,15,that,SCONJ,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,7.02,session0_files0-11_triggers_processed.txt,VERB,DET,5.4,6.8,4.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4715,16,this,DET,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,6.8,session0_files0-11_triggers_processed.txt,SCONJ,NOUN,7.02,5.47,4.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4716,17,area,NOUN,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,5.47,session0_files0-11_triggers_processed.txt,DET,AUX,6.8,6.45,4.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4717,18,can,AUX,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,6.45,session0_files0-11_triggers_processed.txt,NOUN,VERB,5.47,5.42,4.0,6.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4718,19,become,VERB,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,6,5.42,session0_files0-11_triggers_processed.txt,AUX,DET,6.45,7.36,3.0,1.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4719,20,a,DET,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,1,7.36,session0_files0-11_triggers_processed.txt,VERB,NOUN,5.42,4.08,6.0,5.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4720,21,haven,NOUN,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,5,4.08,session0_files0-11_triggers_processed.txt,DET,ADP,7.36,7.01,1.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4721,22,for,ADP,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,7.01,session0_files0-11_triggers_processed.txt,NOUN,ADJ,4.08,4.99,5.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4722,23,deep,ADJ,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,4.99,session0_files0-11_triggers_processed.txt,ADP,NOUN,7.01,4.86,3.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4723,24,fan,NOUN,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,4.86,session0_files0-11_triggers_processed.txt,ADJ,NOUN,4.99,4.33,4.0,11.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4724,25,discussions,NOUN,sess_0,sent_238,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,11,4.33,session0_files0-11_triggers_processed.txt,NOUN,SENT_END,4.86,0.0,3.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_238
4727,1,regards,NOUN,sess_0,sent_239,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,7,4.2,session0_files0-11_triggers_processed.txt,SENT_START,SENT_END,0.0,0.0,0.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_239
4730,1,humanpixel,PROPN,sess_0,sent_240,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,10,0.0,session0_files0-11_triggers_processed.txt,SENT_START,SENT_END,0.0,0.0,0.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_240
4733,1,aye,INTJ,sess_0,sent_241,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,3.94,session0_files0-11_triggers_processed.txt,SENT_START,SENT_END,0.0,0.0,0.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_241
4736,1,good,ADJ,sess_0,sent_242,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,6.12,session0_files0-11_triggers_processed.txt,SENT_START,NOUN,0.0,5.93,0.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_242
4737,2,day,NOUN,sess_0,sent_242,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,5.93,session0_files0-11_triggers_processed.txt,ADJ,NOUN,6.12,4.54,4.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_242
4738,3,mate,NOUN,sess_0,sent_242,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,4.54,session0_files0-11_triggers_processed.txt,NOUN,SENT_END,5.93,0.0,3.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_242
4741,1,i,PRON,sess_0,sent_243,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,1,7.11,session0_files0-11_triggers_processed.txt,SENT_START,ADV,0.0,5.93,0.0,6.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_243
4742,2,really,ADV,sess_0,sent_243,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,6,5.93,session0_files0-11_triggers_processed.txt,PRON,VERB,7.11,5.52,1.0,7.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_243
4743,3,looking,VERB,sess_0,sent_243,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,7,5.52,session0_files0-11_triggers_processed.txt,ADV,ADV,5.93,5.1,6.0,7.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_243
4744,4,forward,ADV,sess_0,sent_243,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,7,5.1,session0_files0-11_triggers_processed.txt,VERB,ADP,5.52,7.44,7.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_243
4745,5,to,ADP,sess_0,sent_243,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,7.44,session0_files0-11_triggers_processed.txt,ADV,PROPN,5.1,3.9,7.0,5.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_243
4746,6,guild,PROPN,sess_0,sent_243,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,5,3.9,session0_files0-11_triggers_processed.txt,ADP,PROPN,7.44,4.58,2.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_243
4747,7,wars,PROPN,sess_0,sent_243,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,4.58,session0_files0-11_triggers_processed.txt,PROPN,SENT_END,3.9,0.0,5.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_243
4750,1,anyone,PRON,sess_0,sent_244,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,6,5.33,session0_files0-11_triggers_processed.txt,SENT_START,VERB,0.0,6.11,0.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_244
4751,2,know,VERB,sess_0,sent_244,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,6.11,session0_files0-11_triggers_processed.txt,PRON,DET,5.33,7.36,6.0,1.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_244
4752,3,a,DET,sess_0,sent_244,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,1,7.36,session0_files0-11_triggers_processed.txt,VERB,NOUN,6.11,5.08,4.0,7.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_244
4753,4,release,NOUN,sess_0,sent_244,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,7,5.08,session0_files0-11_triggers_processed.txt,DET,NOUN,7.36,5.18,1.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_244
4754,5,date,NOUN,sess_0,sent_244,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,5.18,session0_files0-11_triggers_processed.txt,NOUN,SENT_END,5.08,0.0,7.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_244
4757,1,feb,PROPN,sess_0,sent_245,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,4.16,session0_files0-11_triggers_processed.txt,SENT_START,NUM,0.0,6.61,0.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_245
4758,2,2005,NUM,sess_0,sent_245,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,6.61,session0_files0-11_triggers_processed.txt,PROPN,SENT_END,4.16,0.0,3.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_245
4761,1,feb,PROPN,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,4.16,session0_files0-11_triggers_processed.txt,SENT_START,NUM,0.0,6.61,0.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4762,2,2005,NUM,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,6.61,session0_files0-11_triggers_processed.txt,PROPN,AUX,4.16,7.06,3.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4763,3,is,AUX,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,7.06,session0_files0-11_triggers_processed.txt,NUM,DET,6.61,7.77,4.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4764,4,the,DET,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,7.77,session0_files0-11_triggers_processed.txt,AUX,VERB,7.06,4.01,2.0,9.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4765,5,projected,VERB,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,9,4.01,session0_files0-11_triggers_processed.txt,DET,NOUN,7.77,5.08,3.0,7.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4766,6,release,NOUN,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,7,5.08,session0_files0-11_triggers_processed.txt,VERB,NOUN,4.01,5.18,9.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4767,7,date,NOUN,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,5.18,session0_files0-11_triggers_processed.txt,NOUN,SCONJ,5.08,5.36,7.0,8.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4768,8,although,SCONJ,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,8,5.36,session0_files0-11_triggers_processed.txt,NOUN,PROPN,5.18,3.9,4.0,5.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4769,9,guild,PROPN,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,5,3.9,session0_files0-11_triggers_processed.txt,SCONJ,PROPN,5.36,4.58,8.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4770,10,wars,PROPN,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,4.58,session0_files0-11_triggers_processed.txt,PROPN,AUX,3.9,7.06,5.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4771,11,is,AUX,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,7.06,session0_files0-11_triggers_processed.txt,PROPN,VERB,4.58,5.92,4.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4772,12,made,VERB,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,5.92,session0_files0-11_triggers_processed.txt,AUX,ADP,7.06,6.68,2.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4773,13,by,ADP,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,6.68,session0_files0-11_triggers_processed.txt,VERB,NOUN,5.92,4.7,4.0,10.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4774,14,ex-members,NOUN,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,10,4.7,session0_files0-11_triggers_processed.txt,ADP,ADP,6.68,7.45,2.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4775,15,of,ADP,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,7.45,session0_files0-11_triggers_processed.txt,NOUN,PROPN,4.7,3.45,10.0,8.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4776,16,blizzard,PROPN,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,8,3.45,session0_files0-11_triggers_processed.txt,ADP,ADV,7.45,6.5,2.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4777,17,so,ADV,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,6.5,session0_files0-11_triggers_processed.txt,PROPN,PROPN,3.45,4.16,8.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4778,18,feb,PROPN,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,4.16,session0_files0-11_triggers_processed.txt,ADV,NUM,6.5,6.61,2.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4779,19,2005,NUM,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,6.61,session0_files0-11_triggers_processed.txt,PROPN,AUX,4.16,6.08,3.0,5.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4780,20,could,AUX,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,5,6.08,session0_files0-11_triggers_processed.txt,NUM,VERB,6.61,5.53,4.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4781,21,mean,VERB,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,5.53,session0_files0-11_triggers_processed.txt,AUX,PROPN,6.08,5.03,5.0,6.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4782,22,august,PROPN,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,6,5.03,session0_files0-11_triggers_processed.txt,VERB,NUM,5.53,6.61,4.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4783,23,2006,NUM,sess_0,sent_246,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,6.61,session0_files0-11_triggers_processed.txt,PROPN,SENT_END,5.03,0.0,6.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_246
4786,1,anyway,ADV,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,6,4.91,session0_files0-11_triggers_processed.txt,SENT_START,PRON,0.0,7.11,0.0,1.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4787,2,i,PRON,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,1,7.11,session0_files0-11_triggers_processed.txt,ADV,VERB,4.91,5.13,6.0,5.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4788,3,tried,VERB,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,5,5.13,session0_files0-11_triggers_processed.txt,PRON,PART,7.11,7.44,1.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4789,4,to,PART,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,7.44,session0_files0-11_triggers_processed.txt,VERB,VERB,5.13,6.26,5.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4790,5,get,VERB,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,6.26,session0_files0-11_triggers_processed.txt,PART,DET,7.44,7.36,2.0,1.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4791,6,a,DET,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,1,7.36,session0_files0-11_triggers_processed.txt,VERB,NOUN,6.26,3.04,3.0,8.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4792,7,preorder,NOUN,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,8,3.04,session0_files0-11_triggers_processed.txt,DET,CCONJ,7.36,6.62,1.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4793,8,but,CCONJ,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,6.62,session0_files0-11_triggers_processed.txt,NOUN,DET,3.04,6.36,8.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4794,9,no,DET,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,6.36,session0_files0-11_triggers_processed.txt,CCONJ,NOUN,6.62,5.03,3.0,6.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4795,10,places,NOUN,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,6,5.03,session0_files0-11_triggers_processed.txt,DET,AUX,6.36,6.37,2.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4796,11,were,AUX,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,6.37,session0_files0-11_triggers_processed.txt,NOUN,VERB,5.03,4.73,6.0,7.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4797,12,selling,VERB,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,7,4.73,session0_files0-11_triggers_processed.txt,AUX,PRON,6.37,6.96,4.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4798,13,it,PRON,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,6.96,session0_files0-11_triggers_processed.txt,VERB,ADV,4.73,6.5,7.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4799,14,so,ADV,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,6.5,session0_files0-11_triggers_processed.txt,PRON,PRON,6.96,7.11,2.0,1.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4800,15,i,PRON,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,1,7.11,session0_files0-11_triggers_processed.txt,ADV,VERB,6.5,4.81,2.0,6.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4801,16,missed,VERB,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,6,4.81,session0_files0-11_triggers_processed.txt,PRON,ADP,7.11,6.36,1.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4802,17,out,ADP,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,6.36,session0_files0-11_triggers_processed.txt,VERB,ADP,4.81,6.92,6.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4803,18,on,ADP,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,6.92,session0_files0-11_triggers_processed.txt,ADP,NUM,6.36,5.62,3.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4804,19,2/3,NUM,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,5.62,session0_files0-11_triggers_processed.txt,ADP,NOUN,6.92,4.86,2.0,7.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4805,20,weekend,NOUN,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,7,4.86,session0_files0-11_triggers_processed.txt,NUM,NOUN,5.62,5.11,3.0,6.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4806,21,events,NOUN,sess_0,sent_247,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,6,5.11,session0_files0-11_triggers_processed.txt,NOUN,SENT_END,4.86,0.0,7.0,0.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_247
4809,1,oh,INTJ,sess_0,sent_248,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,2,5.48,session0_files0-11_triggers_processed.txt,SENT_START,INTJ,0.0,6.04,0.0,4.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_248
4810,2,well,INTJ,sess_0,sent_248,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,4,6.04,session0_files0-11_triggers_processed.txt,INTJ,PRON,5.48,7.11,2.0,1.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_248
4811,3,i,PRON,sess_0,sent_248,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,1,7.11,session0_files0-11_triggers_processed.txt,INTJ,VERB,6.04,6.26,4.0,3.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_248
4812,4,get,VERB,sess_0,sent_248,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt,3,6.26,session0_files0-11_triggers_processed.txt,PRON,PRON,7.11,6.96,1.0,2.0,sess_0_newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500.txt_sent_248
